"","cs_code","year","state","cs_name","all_cause_deaths_2020","cens_pop_est","total_deaths_lag1","pop_lag1","covid_deaths_2020","num_counties","death_offset_2020","death_offset_lag1","all_cause_death_rate_2020","death_rate_lag1","time","time_orig_vals","fitted_deaths_2020","fitted_death_rate_2020","pred_deaths_lwr_ci_2020","pred_deaths_upr_ci_2020","pred_death_rate_lwr_ci_2020","pred_death_rate_upr_ci_2020","pred_death_std_err","pred_death_rate_std_err","covid_death_rate_2020","excess_deaths_2020","excess_assigned_covid_deaths","excess_unassigned_covid_deaths","prop_deaths_unassigned","excess_death_rate_2020","excess_assigned_covid_death_rate","excess_unassigned_covid_death_rate","prop_death_rate_unassigned"
"873","36CS041",2020,"NY","Schenectady",1746,156267,1497,155299,97,1,156.267,155.299,11.1731843575419,9.63946966818846,22,22,1627.12581019215,10.4124723082426,1533.975,1728.025,9.81637197872871,11.0581568725323,49.1113329387731,0.314278337325047,0.620732464307883,118.874189807851,97,21.8741898078511,0.184011263026975,0.760712049299283,0.620732464307883,0.139979584991399,0.184011263026975
"874","36CS042",2020,"NY","Schuyler+Seneca+Yates",914,76722,862,76736,61,3,76.722,76.736,11.9131409504445,11.2333194328607,22,22,901.781856520377,11.7538888000883,828.975,977.05,10.8049190584187,12.7349391308881,37.1393182484542,0.484076513235502,0.795078334767081,12.218143479623,61,-48.781856520377,NA,0.159252150356167,0.795078334767081,-0.635826184410914,NA
"875","36CS043",2020,"NY","Suffolk",15765,1475580,12658,1476601,2991,1,1475.58,1476.601,10.6839344528931,8.57239023947566,22,22,12973.7933613897,8.79233478455234,12617.85,13297.225,8.55111210507055,9.01152428197726,177.773524420778,0.120477049309951,2.02699955271825,2791.20663861026,2991,-199.79336138974,NA,1.89159966834076,2.02699955271825,-0.135399884377494,NA
"876","36CS044",2020,"NY","Sullivan",888,76196,760,75432,71,1,76.196,75.432,11.6541550737572,10.0752996075936,22,22,753.21493103537,9.88522929071566,688.975,818.025,9.04214131975432,10.735799779516,33.9397389630634,0.445426780448624,0.931807443960313,134.78506896463,71,63.7850689646295,0.473235421806017,1.76892578304154,0.931807443960313,0.837118339081227,0.473235421806031
"877","36CS045",2020,"NY","Tioga",579,48363,502,48203,74,1,48.363,48.203,11.9719620370945,10.4142895670394,22,22,491.979250303116,10.1726371462299,437,545.025,9.03583317825611,11.2694621921717,26.8418181053221,0.555007301145962,1.53009532080309,87.0207496968845,74,13.0207496968845,0.149628102978187,1.79932489086462,1.53009532080309,0.26922957006153,0.1496281029782
"878","36CS046",2020,"NY","Tompkins",704,102968,694,102180,29,1,102.968,102.18,6.83707559630176,6.79193579956939,22,22,729.254639865962,7.0823424740304,663.975,794,6.44836259808873,7.71113355605625,33.56286723534,0.3259543473248,0.281640898143112,-25.2546398659617,29,-54.2546398659617,NA,-0.245266877728635,0.281640898143112,-0.526907775871747,NA
"879","36CS047",2020,"NY","Ulster",1992,178243,1768,177573,161,1,178.243,177.573,11.17575444758,9.95646860727701,22,22,1845.41130473299,10.3533451789579,1746,1948.025,9.79561609712583,10.9290406916401,52.9594245781773,0.297119239342792,0.90326127814276,146.588695267006,161,-14.4113047329943,NA,0.822409268622092,0.90326127814276,-0.0808520095206681,NA
"880","36CS048",2020,"NY","Warren",790,63916,753,63944,47,1,63.916,63.944,12.3599724638588,11.7759289378206,22,22,786.0799344908,12.298640942656,717,858,11.2178484260592,13.4238688278365,34.2884764697794,0.5364615506255,0.735340133925778,3.92006550920007,47,-43.0799344907999,NA,0.0613315212028134,0.735340133925778,-0.674008612722964,NA
"881","36CS049",2020,"NY","Washington",755,60593,690,61204,17,1,60.593,61.204,12.4601851699041,11.2737729560159,22,22,677.462298418304,11.1805373296966,616,742.075,10.1661908141204,12.2468767019293,32.2480747072181,0.532207923476609,0.280560460779298,77.5377015816961,17,60.5377015816961,0.780751819396036,1.27964784020754,0.280560460779298,0.999087379428238,0.780751819396033
"882","36CS050",2020,"NY","Wayne",969,89420,916,89918,56,1,89.42,89.918,10.8365019011407,10.1870593207144,22,22,940.121337409491,10.5135466048925,866.975,1011.05,9.69553791098188,11.3067546410199,36.4926072154537,0.408103413279509,0.62625810780586,28.8786625905093,56,-27.1213374094907,NA,0.322955296248162,0.62625810780586,-0.303302811557698,NA
"883","36CS051",2020,"NY","Westchester",9629,963808,7221,967506,2050,1,963.808,967.506,9.9905790364886,7.46351960607996,22,22,7250.7426538818,7.52301563577164,7022.925,7492.2,7.28664319034497,7.77353995816594,122.49433767633,0.127094128370308,2.12697964739865,2378.2573461182,2050,328.257346118204,0.138024317113531,2.46756340071696,2.12697964739865,0.340583753318304,0.138024317113533
"884","37CS001",2020,"NC","Alamance",2037,172312,1835,169509,158,1,172.312,169.509,11.8215794605135,10.8253839029196,22,22,1840.71493827806,10.6824535625961,1733,1952,10.057337852268,11.3282882213659,54.7035574546866,0.317468066383575,0.916941362180231,196.285061721936,158,38.2850617219365,0.195048270031737,1.13912589791737,0.916941362180231,0.222184535737143,0.195048270031746
"885","37CS002",2020,"NC","Alexander+Catawba",2503,198051,2049,197048,237,2,198.051,197.048,12.6381588580719,10.3984815882425,22,22,2232.48088324667,11.2722525170116,2106.975,2356,10.6385476468182,11.8959257968907,61.3058793415594,0.309545921714909,1.19666146598603,270.519116753331,237,33.5191167533308,0.123906647173829,1.36590634106028,1.19666146598603,0.169244875074242,0.123906647173822
"886","37CS003",2020,"NC","Alleghany+Ashe+Avery+Watauga",1234,114324,1177,112074,88,4,114.324,112.074,10.7938840488436,10.5019897567679,22,22,1120.33140951981,9.7996169616162,1032.95,1203,9.03528567929744,10.5227248871628,43.3473742094126,0.379162504893221,0.769742136384311,113.66859048019,88,25.66859048019,0.22581955465229,0.994267087227403,0.769742136384311,0.224524950843092,0.22581955465226
"887","37CS004",2020,"NC","Anson+Richmond",995,69877,891,69275,93,2,69.877,69.275,14.2393062094824,12.8617827499098,22,22,938.818196194318,13.4352962519043,865,1012.075,12.3788943429168,14.4836641527255,38.1098982988455,0.545385438682907,1.33091002761996,56.1818038056821,93,-36.8181961943179,NA,0.804009957578083,1.33091002761996,-0.526900070041878,NA
"888","37CS005",2020,"NC","Beaufort+Martin+Pamlico",1254,82271,1064,82160,107,3,82.271,82.16,15.2423089545526,12.9503407984421,22,22,1163.46893386166,14.1419082527459,1079.975,1249.025,13.1270435511906,15.1818380717385,43.8376566451737,0.532844582479533,1.30057979117794,90.5310661383423,107,-16.4689338616577,NA,1.1004007018067,1.30057979117794,-0.200179089371233,NA
"889","37CS006",2020,"NC","Bladen+Columbus",1379,87613,1178,88230,119,2,87.613,88.23,15.7396733361487,13.3514677547319,22,22,1177.08419385133,13.4350403918521,1095.975,1266.075,12.5092737379156,14.4507664387705,44.0517767863912,0.502799547856953,1.35824592240878,201.915806148665,119,82.9158061486653,0.410645445397259,2.30463294429664,1.35824592240878,0.946387021887862,0.410645445397247
"890","37CS007",2020,"NC","Brunswick",1777,149586,1621,142820,88,1,149.586,142.82,11.8794539595951,11.3499509872567,22,22,1738.08890017294,11.6193286816476,1647,1838.1,11.0103886727368,12.2879146444186,50.2249373850813,0.335759612430851,0.588290348027222,38.9110998270553,88,-49.0889001729447,NA,0.260125277947456,0.588290348027222,-0.328165070079766,NA
"891","37CS008",2020,"NC","Buncombe+Madison",3307,285019,2885,282946,209,2,285.019,282.946,11.6027352562461,10.1962918719473,22,22,3122.29641262149,10.9546956961518,2980.975,3270.025,10.458864145899,11.473007062687,74.8503410048915,0.262615267771242,0.733284447703486,184.703587378508,209,-24.2964126214915,NA,0.648039560094295,0.733284447703486,-0.0852448876091912,NA
"892","37CS009",2020,"NC","Burke",1203,90874,1070,90485,97,1,90.874,90.485,13.2381099104254,11.8251643918882,22,22,1072.78166336989,11.8051550869323,993,1145.025,10.9272179061118,12.6001386535203,39.1924140787643,0.431283030116032,1.06741202104012,130.218336630111,97,33.2183366301113,0.255097227393319,1.43295482349307,1.06741202104012,0.365542802452947,0.255097227393307
"893","37CS010",2020,"NC","Cabarrus",1877,220724,1635,216453,143,1,220.724,216.453,8.50383284101412,7.55360286066721,22,22,1669.90017606155,7.56555778284896,1569.975,1772.025,7.11284228266976,8.02823888657328,52.2015335033378,0.236501393157689,0.647867925554086,207.099823938447,143,64.0998239384469,0.309511725888759,0.938275058165162,0.647867925554086,0.290407132611077,0.309511725888761
"894","37CS011",2020,"NC","Caldwell",1156,82226,1051,82178,118,1,82.226,82.178,14.0588135139737,12.7893110078123,22,22,1037.62477257494,12.6191809473273,957,1120.025,11.6386544402014,13.6212998321699,41.3059238287118,0.502346263088461,1.43506919952327,118.375227425065,118,0.37522742506485,0.00316981376278563,1.43963256664639,1.43506919952327,0.00456336712312821,0.00316981376279819
"895","37CS012",2020,"NC","Camden+Currituck+Pasquotank",936,79598,753,78454,64,3,79.598,78.454,11.7590894243574,9.59798098248655,22,22,793.554227025417,9.96952469943236,726,858.05,9.12083218171311,10.7797934621473,34.1291422299089,0.4287688413014,0.804040302520164,142.445772974583,64,78.4457729745833,0.550706218489056,1.78956472492504,0.804040302520164,0.985524422404879,0.550706218489057
"896","37CS013",2020,"NC","Carteret",881,70751,891,69473,35,1,70.751,69.473,12.4521208180803,12.8251263080621,22,22,928.765880032502,13.1272473891889,860.975,1006.025,12.1690859493152,14.2192336504078,37.905710835096,0.535762191843168,0.494692654520784,-47.765880032502,35,-82.765880032502,NA,-0.675126571108573,0.494692654520784,-1.16981922562936,NA
"897","37CS014",2020,"NC","Caswell+Person",868,62544,754,62094,45,2,62.544,62.094,13.8782297262727,12.1428801494508,22,22,778.287223306736,12.4438351129882,711,849,11.3679969301612,13.5744435917114,34.4862828339574,0.551392345132345,0.719493476592479,89.7127766932638,45,44.7127766932638,0.498399206237266,1.43439461328446,0.719493476592479,0.714901136691985,0.498399206237265
"898","37CS015",2020,"NC","Chatham",842,77045,769,74470,58,1,77.045,74.47,10.9286780452982,10.3263058949913,22,22,781.143828738506,10.1387997759557,717,849,9.30624959439289,11.0195340385489,34.4191984977167,0.446741495200425,0.752806801220066,60.8561712614942,58,2.85617126149418,0.0469331409171543,0.789878269342514,0.752806801220066,0.0370714681224482,0.0469331409171518
"899","37CS016",2020,"NC","Cherokee+Clay+Graham+Swain",956,63208,904,62555,57,4,63.208,62.555,15.1246677635742,14.4512828710735,22,22,911.539083684522,14.4212612910474,837,988,13.2419946842172,15.6309327933173,39.2598995759632,0.621122319579218,0.901784584229844,44.460916315478,57,-12.539083684522,NA,0.703406472526833,0.901784584229844,-0.198378111703011,NA
"900","37CS017",2020,"NC","Cleveland",1484,98443,1277,97947,172,1,98.443,97.947,15.0747132858609,13.0376632260304,22,22,1320.19880465813,13.4107941108878,1232.975,1414,12.5247605213169,14.3636419044523,46.4265206732297,0.471608145558645,1.74720396574668,163.801195341868,172,-8.19880465813162,NA,1.66391917497306,1.74720396574668,-0.0832847907736158,NA
"901","37CS018",2020,"NC","Craven",1359,103489,1131,102139,105,1,103.489,102.139,13.131830436085,11.0731454194774,22,22,1211.27048234746,11.7043403873596,1125.975,1303,10.8801418508247,12.5907101237813,43.9775194982757,0.424948733665179,1.01460058556948,147.729517652542,105,42.729517652542,0.289241570212402,1.4274900487254,1.01460058556948,0.412889463155917,0.289241570212405
"902","37CS019",2020,"NC","Cumberland",3054,335084,2725,335509,158,1,335.084,335.509,9.11413257571236,8.12198778572259,22,22,2769.81193816615,8.26602266346992,2628.975,2900,7.84571928232921,8.65454632271311,68.0463137856844,0.203072405085544,0.471523558271956,284.188061833846,158,126.188061833846,0.444030129272719,0.848109912242442,0.471523558271956,0.376586353970487,0.44403012927272
"903","37CS020",2020,"NC","Dare+Hyde+Tyrrell+Washington",687,57980,638,57542,28,4,57.98,57.542,11.8489134184201,11.087553439227,22,22,691.152770488824,11.920537607603,630,753,10.8658157985512,12.9872369782684,32.5228125065059,0.560931571343668,0.482925146602277,-4.15277048882365,28,-32.1527704888236,NA,-0.0716241891829306,0.482925146602277,-0.554549335785207,NA
"904","37CS021",2020,"NC","Davidson",2205,169180,1870,167609,148,1,169.18,167.609,13.0334554911928,11.156918781211,22,22,1968.59253393512,11.6360830709015,1852,2077.025,10.9469204397683,12.2770126492493,58.2405676459263,0.34425208444217,0.874807896914529,236.407466064881,148,88.4074660648814,0.373962242125713,1.39737242029128,0.874807896914529,0.522564523376755,0.373962242125707
"905","37CS022",2020,"NC","Davie+Yadkin",1043,80792,951,80513,79,2,80.792,80.513,12.9096940291118,11.8117571075478,22,22,1003.41699650291,12.4197568633394,927,1078,11.4739083077532,13.3429052381424,39.1853610870632,0.485015361509347,0.977819586097633,39.5830034970871,79,-39.4169965029129,NA,0.489937165772448,0.977819586097633,-0.487882420325186,NA
"906","37CS023",2020,"NC","Duplin",704,58828,563,58741,81,1,58.828,58.741,11.9670905011219,9.58444697911169,22,22,562.635838667402,9.56408238708441,508,624,8.63534371387775,10.6071938532672,29.3034981871791,0.498121611939536,1.37689535595295,141.364161332598,81,60.3641613325982,0.427011774155225,2.40300811403749,1.37689535595295,1.02611275808454,0.427011774155222
"907","37CS024",2020,"NC","Durham",2432,326579,2181,321488,153,1,326.579,321.488,7.44689646303038,6.78407903249888,22,22,2210.71419766296,6.76930910335006,2094.975,2330,6.41491032797577,7.1345677462421,61.1878598268496,0.187360056301384,0.468493075182421,221.28580233704,153,68.28580233704,0.308586459754133,0.677587359680317,0.468493075182421,0.209094284497896,0.308586459754128
"908","37CS025",2020,"NC","Edgecombe",804,50540,707,51472,90,1,50.54,51.472,15.9081915314602,13.7356232514765,22,22,745.546536268481,14.7516133017111,680,809,13.4546893549664,16.007123070835,33.7920316850793,0.668619542641063,1.78076770874555,58.4534637315188,90,-31.5465362684812,NA,1.15657822974906,1.78076770874555,-0.624189478996491,NA
"909","37CS026",2020,"NC","Forsyth+Stokes",4615,430727,4057,427886,298,2,430.727,427.886,10.7144432552406,9.48149740818816,22,22,4253.12471658123,9.87429326831434,4080.975,4431.025,9.47462081550495,10.2873165601413,90.2096839761845,0.209435869996969,0.691853540641752,361.875283418772,298,63.8752834187717,0.176511871204128,0.840149986926264,0.691853540641752,0.148296446284511,0.176511871204167
"910","37CS027",2020,"NC","Franklin+Warren",1015,90373,903,89416,62,2,90.373,89.416,11.2312305666515,10.0988637380335,22,22,980.085463847892,10.8448924330042,902.975,1060.025,9.9916457348987,11.7294435284875,39.3814127561553,0.435765247985076,0.686045610967878,34.9145361521084,62,-27.0854638478916,NA,0.386338133647268,0.686045610967878,-0.29970747732061,NA
"911","37CS028",2020,"NC","Gaston",2785,228920,2481,224529,249,1,228.92,224.529,12.1658221212651,11.0497975762596,22,22,2533.35771881138,11.0665635104463,2405,2663,10.5058535733007,11.6328848506028,64.7208957396709,0.282722766641931,1.08771623274506,251.642281188623,249,2.64228118862275,0.0105001479725189,1.09925861081875,1.08771623274506,0.0115423780736907,0.0105001479725446
"912","37CS029",2020,"NC","Gates and Nearby Counties ",1254,80703,1079,81592,159,5,80.703,81.592,15.5384558194863,13.2243357191882,22,22,1060.80455604489,13.144549224253,984.975,1139,12.2049366194565,14.113477813712,39.2645538519055,0.486531527352212,1.97018698189658,193.195443955107,159,34.1954439551073,0.17699922552549,2.39390659523326,1.97018698189658,0.423719613336681,0.176999225525503
"913","37CS030",2020,"NC","Granville+Vance",1366,106717,1081,104978,128,2,106.717,104.978,12.800209900953,10.2973956448018,22,22,1201.15872391496,11.2555518231862,1115.975,1289,10.4573310719004,12.0786753750574,42.7263326123188,0.400370443437492,1.19943401707319,164.841276085041,128,36.8412760850413,0.223495455507363,1.54465807776683,1.19943401707319,0.345224060693634,0.223495455507369
"914","37CS031",2020,"NC","Greene+Jones+Lenoir",1308,85454,1056,86437,137,3,85.454,86.437,15.3064806796639,12.2169904091998,22,22,1106.16156412028,12.944526460087,1023.975,1182,11.9827626559318,13.832003182999,40.5708362219927,0.474768135160351,1.60320172256419,201.838435879725,137,64.8384358797248,0.321239290213098,2.36195421957689,1.60320172256419,0.758752497012704,0.321239290213094
"915","37CS032",2020,"NC","Guilford",5160,541933,4736,537174,391,1,541.933,537.174,9.52147221150954,8.81651010659488,22,22,4855.67129990863,8.95991072680318,4665.975,5036.15,8.60987428335237,9.29293842596779,94.7387920004773,0.174816429338087,0.721491402073688,304.328700091371,391,-86.6712999086294,NA,0.561561484706356,0.721491402073688,-0.159929917367332,NA
"916","37CS033",2020,"NC","Halifax+Northampton",1167,68393,968,69493,105,2,68.393,69.493,17.0631497375462,13.9294605212036,22,22,950.976862286553,13.9045934859789,873,1028,12.7644641995526,15.0307780035969,38.8710763496019,0.568348754252655,1.53524483499773,216.023137713447,105,111.023137713447,0.513940955068982,3.15855625156733,1.53524483499773,1.6233114165696,0.513940955068976
"917","37CS034",2020,"NC","Harnett",1230,138337,1061,135976,103,1,138.337,135.976,8.89133059123734,7.80284756133435,22,22,1114.78575711081,8.05847862184963,1040.975,1195.025,7.52492102618967,8.63850596731171,40.196588184841,0.290570044057924,0.744558577965403,115.214242889188,103,12.2142428891875,0.106013306887197,0.832851969387708,0.744558577965403,0.0882933914223043,0.106013306887196
"918","37CS035",2020,"NC","Haywood",956,63869,840,62317,77,1,63.869,62.317,14.968137907279,13.4794678819584,22,22,903.026228571842,14.138725024219,828,980,12.9640357606977,15.343907059763,37.8706873975634,0.592943171140355,1.2055926975528,52.9737714281579,77,-24.0262285718421,NA,0.829412883060019,1.2055926975528,-0.376179814492784,NA
"919","37CS036",2020,"NC","Henderson",1530,119347,1461,117417,108,1,119.347,117.417,12.8197608653758,12.4428319578937,22,22,1486.17474734769,12.4525521994494,1393,1580.025,11.6718476375611,13.2389167721015,47.9199655477558,0.40151797320214,0.904924296379465,43.8252526523086,108,-64.1747473476914,NA,0.367208665926366,0.904924296379465,-0.537715630453099,NA
"920","37CS037",2020,"NC","Hoke+Scotland",1040,90143,784,90057,112,2,90.143,90.057,11.5372241882342,8.70559756598599,22,22,795.734489350988,8.82746845956966,733.975,865.075,8.14234050342234,9.59669636022764,34.241467215601,0.379857195961982,1.24247029719446,244.265510649012,112,132.265510649012,0.541482546175199,2.70975572866454,1.24247029719446,1.46728543147008,0.54148254617519
"921","37CS038",2020,"NC","Iredell",1871,184101,1616,181806,140,1,184.101,181.806,10.1628997126577,8.8885955359009,22,22,1657.28713083497,9.00205393145593,1557,1752,8.45731419166653,9.5165153910082,51.3225303948093,0.278773773063749,0.760452143117093,213.712869165032,140,73.7128691650316,0.34491544403959,1.16084578120177,0.760452143117093,0.400393638084675,0.344915444039575
"922","37CS039",2020,"NC","Jackson+Macon+Transylvania",1436,115219,1323,114181,72,3,115.219,114.181,12.4632222116144,11.5868664663998,22,22,1383.67351131915,12.0090741224898,1293.975,1483,11.2305696109149,12.8711410444458,47.4386946885531,0.41172631847658,0.624896935401279,52.3264886808465,72,-19.6735113191535,NA,0.45414808912459,0.624896935401279,-0.170748846276689,NA
"923","37CS040",2020,"NC","Johnston",1818,215562,1632,209339,134,1,215.562,209.339,8.43376847496312,7.7959673066175,22,22,1697.9115821259,7.87667391342582,1599,1803.025,7.41781946725304,8.36429890240395,53.2847517097036,0.247189911532198,0.621630899694751,120.088417874104,134,-13.9115821258961,NA,0.557094561537303,0.621630899694751,-0.0645363381574483,NA
"924","37CS041",2020,"NC","Lee",746,63207,595,61779,51,1,63.207,61.779,11.8024902305124,9.63110442059599,22,22,658.602875889931,10.4197774912578,601,716.025,9.50844052082839,11.3282547819071,30.8797775358026,0.488549963387008,0.806872656509564,87.3971241100687,51,36.3971241100687,0.416456771097294,1.38271273925461,0.806872656509564,0.575840082745045,0.416456771097277
"925","37CS042",2020,"NC","Lincoln",1012,86612,860,86111,82,1,86.612,86.111,11.6842931695377,9.98710966078666,22,22,895.455543316849,10.3387006802389,822,967,9.49060176418972,11.1647346787974,38.1754763951676,0.440764286648127,0.946751027571237,116.544456683151,82,34.5444566831515,0.296405832300263,1.34559248929883,0.946751027571237,0.398841461727597,0.296405832300258
"926","37CS043",2020,"NC","McDowell+Mitchell+Yancey",1147,79507,1020,78789,118,3,79.507,78.789,14.4264027066799,12.9459696150478,22,22,1049.5859783873,13.2011769829989,975,1129.025,12.2630711761229,14.2003219842278,40.9072365358625,0.514511131546436,1.48414605003333,97.4140216127039,118,-20.5859783872961,NA,1.22522572368097,1.48414605003333,-0.258920326352363,NA
"927","37CS044",2020,"NC","Mecklenburg",7676,1126746,6462,1110356,683,1,1126.746,1110.356,6.81253805205432,5.81975510556975,22,22,6753.19053501213,5.99353406625107,6551.9,6985.075,5.81488640740681,6.19933418889439,106.924850280969,0.0948970311684877,0.606170334751577,922.809464987868,683,239.809464987868,0.259868883107978,0.819003985803247,0.606170334751577,0.21283365105167,0.259868883107975
"928","37CS045",2020,"NC","Montgomery+Moore",1687,128784,1512,128053,153,2,128.784,128.053,13.099453348242,11.8076109111071,22,22,1534.56890623291,11.9158350900182,1431,1629,11.1116287737607,12.6490868430861,50.0224111435726,0.388421008382816,1.18803578084234,152.431093767092,153,-0.568906232907921,NA,1.18361825822377,1.18803578084234,-0.00441752261857387,NA
"929","37CS046",2020,"NC","Nash",1235,94014,1129,94298,128,1,94.014,94.298,13.1363413959623,11.9726823474517,22,22,1166.34583087611,12.4060866559886,1082,1254.05,11.5089242027783,13.3389707915842,44.8257697494826,0.476798878353039,1.36149935116047,68.6541691238858,128,-59.3458308761142,NA,0.730254739973677,1.36149935116047,-0.631244611186788,NA
"930","37CS047",2020,"NC","New Hanover",2332,239589,2132,234473,92,1,239.589,234.473,9.73333500285906,9.09273135926098,22,22,2142.56238856508,8.94265758680523,2022.975,2256,8.44352203147891,9.41612511425817,58.9953916101184,0.246235810534367,0.383990917780032,189.437611434921,92,97.4376114349211,0.514351984787322,0.790677416053828,0.383990917780032,0.406686498273797,0.514351984787321
"931","37CS048",2020,"NC","Onslow",1429,204555,1286,197938,82,1,204.555,197.938,6.98589621373225,6.49698390405076,22,22,1425.171101265,6.96717802676544,1341.975,1516,6.56046051184278,7.41120969910293,44.4482540296724,0.217292434942545,0.400870181613747,3.82889873499585,82,-78.1711012650042,NA,0.0187181869668125,0.400870181613747,-0.382151994646934,NA
"932","37CS049",2020,"NC","Orange",904,150147,850,148476,58,1,150.147,148.476,6.0207663156773,5.72483094910962,22,22,866.546852198991,5.77132311800429,790,935,5.26151038648791,6.22723064729898,37.0242562998172,0.246586720346175,0.386288104324429,37.4531478010094,58,-20.5468521989906,NA,0.249443197673007,0.386288104324429,-0.136844906651422,NA
"933","37CS050",2020,"NC","Pender",679,65003,632,63060,31,1,65.003,63.06,10.4456717382275,10.0222010783381,22,22,670.640091312359,10.3170636941735,606.975,733,9.33764595480209,11.276402627571,31.4067310899711,0.483158178699,0.476901066104641,8.35990868764077,31,-22.6400913123592,NA,0.128608044054012,0.476901066104641,-0.34829302205063,NA
"934","37CS051",2020,"NC","Pitt",1643,182471,1392,180742,139,1,182.471,180.742,9.00417052572738,7.7015856856735,22,22,1386.10293073915,7.59629163395363,1296,1476,7.10249847921039,8.08895660132295,45.847817804094,0.251260845855473,0.761764883186917,256.897069260846,139,117.897069260846,0.458927264526856,1.40787889177375,0.761764883186917,0.646114008586828,0.458927264526857
"935","37CS052",2020,"NC","Polk+Rutherford",1367,88118,1183,87753,146,2,88.118,87.753,15.5132889988425,13.4810205918886,22,22,1236.40402760221,14.0312311627842,1150,1320,13.0506820399918,14.9799132980776,44.0237717202477,0.499600214714901,1.6568691981207,130.595972397786,146,-15.4040276022138,NA,1.48205783605835,1.6568691981207,-0.174811362062353,NA
"936","37CS053",2020,"NC","Randolph",1866,143720,1624,143667,148,1,143.72,143.667,12.9835791817423,11.3039180883571,22,22,1703.6407894153,11.8538880421326,1596,1806.025,11.1049262454773,12.5662747008071,54.3727267793093,0.378324010432155,1.02978012802672,162.359210584701,148,14.3592105847008,0.0884409977911896,1.12969113960969,1.02978012802672,0.099911011582968,0.0884409977912084
"937","37CS054",2020,"NC","Robeson",1753,130328,1481,130625,202,1,130.328,130.625,13.4506782886256,11.3377990430622,22,22,1531.24455956127,11.7491602691767,1437,1630,11.0260266404763,12.5069056534283,49.1062812974355,0.376789955323764,1.54993554723467,221.755440438734,202,19.7554404387345,0.0890866100044675,1.70151801944887,1.54993554723467,0.151582472214196,0.0890866100044565
"938","37CS055",2020,"NC","Rockingham",1445,90364,1251,91010,115,1,90.364,91.01,15.9908813244212,13.745742226129,22,22,1228.10934151473,13.590692549187,1140.975,1318.05,12.6264330928246,14.5860077021823,45.2567614667517,0.500827336845997,1.27263069363906,216.890658485267,115,101.890658485267,0.469778916237595,2.40018877523421,1.27263069363906,1.12755808159515,0.469778916237588
"939","37CS056",2020,"NC","Rowan",1971,142699,1632,142088,183,1,142.699,142.088,13.8122902052572,11.4858397612747,22,22,1735.3802993097,12.1611244599451,1628,1844,11.4086293526934,12.9223049916257,54.2620881482662,0.38025555994272,1.28241963853986,235.6197006903,183,52.6197006902999,0.223324707297984,1.65116574531214,1.28241963853986,0.368746106772278,0.223324707297976
"940","37CS057",2020,"NC","Sampson",759,63968,696,63531,62,1,63.968,63.531,11.8653076538269,10.9552816735137,22,22,762.078040484071,11.9134260956114,698,827.025,10.9117058529265,12.928729989995,33.4643261567468,0.523141667032684,0.969234617308654,-3.07804048407104,62,-65.078040484071,NA,-0.0481184417845153,0.969234617308654,-1.01735305909317,NA
"941","37CS058",2020,"NC","Stanly",853,63325,743,62806,84,1,63.325,62.806,13.4701934465061,11.8300799286692,22,22,773.833218928938,12.2200271445549,705,839.05,11.1330438215555,13.249901302803,35.4391034600772,0.55963842811018,1.32649032767469,79.1667810710624,84,-4.83321892893764,NA,1.25016630195122,1.32649032767469,-0.0763240257234707,NA
"942","37CS059",2020,"NC","Surry",1089,71580,999,71783,89,1,71.58,71.783,15.2137468566639,13.9169441232604,22,22,1024.73285953941,14.3159103037079,946,1098.075,13.21598211791,15.3405280804694,40.0311795271428,0.559250901468885,1.24336406817547,64.2671404605867,89,-24.7328595394133,NA,0.897836552955974,1.24336406817547,-0.345527515219494,NA
"943","37CS060",2020,"NC","Union",1677,244925,1555,239859,128,1,244.925,239.859,6.84699397774829,6.48297541472282,22,22,1631.31540695352,6.6604691515914,1533.975,1731,6.26303970603246,7.06746963356129,49.7704302445411,0.203206819412233,0.52260896192712,45.6845930464772,128,-82.3154069535228,NA,0.186524826156893,0.52260896192712,-0.336084135770227,NA
"944","37CS061",2020,"NC","Wake",6693,1133305,6019,1111761,504,1,1133.305,1111.761,5.90573587869108,5.41393339035998,22,22,6306.05702463732,5.56430707059205,6107.95,6498,5.38950238461844,5.73367275358355,99.4918204745563,0.0877890951461048,0.444717000277948,386.942975362679,504,-117.057024637321,NA,0.341428808099033,0.444717000277948,-0.103288192178915,NA
"945","37CS062",2020,"NC","Wayne",1543,123308,1390,123131,165,1,123.308,123.131,12.5133811269342,11.2887899878991,22,22,1366.09776405572,11.0787439911094,1276,1461,10.3480714957667,11.8483796671749,45.2110004153697,0.366650991139015,1.33811269341811,176.902235944279,165,11.9022359442793,0.0672814330511245,1.43463713582478,1.33811269341811,0.0965244424066702,0.0672814330511374
"946","37CS063",2020,"NC","Wilkes",985,68726,868,68412,88,1,68.726,68.412,14.332275994529,12.6878325439981,22,22,906.56846921722,13.1910553388415,835,981,12.1496958938393,14.2740738585106,38.1070021730208,0.554477230931828,1.28044699240462,78.4315307827803,88,-9.56846921721967,NA,1.14122065568752,1.28044699240462,-0.139226336717102,NA
