"cs_code","year","state","cs_name","total_deaths","population","total_deaths_lag1","pop_lag1","num_counties","death_offset","death_offset_lag1","total_death_rate","death_rate_lag1","n","time","time_orig_vals","fitted_deaths","fitted_death_rate","pred_deaths_lwr_ci","pred_deaths_upr_ci","pred_death_rate_lwr_ci","pred_death_rate_upr_ci","pred_death_std_err","pred_death_rate_std_err"
"01CS003",2013,"AL","Barbour+Bullock+Henry",588,54615,614,54928,3,54.615,54.928,10.7662730019225,11.1782697349257,10,15,15,622.445324554341,11.3969664845618,565,688.075,10.3451432756569,12.5986450608807,30.7551789465129,0.563126960478127
"01CS003",2014,"AL","Barbour+Bullock+Henry",619,54497,588,54615,3,54.497,54.615,11.3584233994532,10.7662730019226,10,16,16,638.466553796254,11.7156275353919,582,702.025,10.6794869442355,12.88190175606,30.1746733356123,0.553694209509006
"01CS003",2015,"AL","Barbour+Bullock+Henry",642,53784,619,54497.0000000001,3,53.784,54.4970000000001,11.9366354306113,11.3584233994532,10,17,17,638.154864400634,11.8651432470741,578,701.05,10.746690465566,13.0345455897665,31.1206910014609,0.578623586967516
"01CS003",2016,"AL","Barbour+Bullock+Henry",604,53267,642,53784.0000000001,3,53.267,53.7840000000001,11.3391030093679,11.9366354306113,10,18,18,640.218834409071,12.0190518408972,577,702,10.8322225768299,13.1788912459872,31.8457336192739,0.597851082645425
"01CS003",2017,"AL","Barbour+Bullock+Henry",681,52448,604,53267,3,52.448,53.267,12.9842892007322,11.3391030093679,10,19,19,649.78648163639,12.3891565290648,590.975,709,11.2678271812081,13.5181513117755,29.9384572451925,0.57082171379638
"01CS003",2018,"AL","Barbour+Bullock+Henry",645,52219,681,52448,3,52.219,52.448,12.3518259637297,12.9842892007322,10,20,20,645.050799255367,12.3527987754528,584.975,711.025,11.2023401443919,13.6162124897068,32.7500766949258,0.627167825789958
"01CS003",2019,"AL","Barbour+Bullock+Henry",675,51992,645,52219,3,51.992,52.219,12.9827665794738,12.3518259637297,10,21,21,662.366640775191,12.7397799810585,600.975,724.025,11.5589898445915,13.9257001077089,31.4514955379163,0.604929518732042
"01CS003",2020,"AL","Barbour+Bullock+Henry",794,51740,675,51991.9999999999,3,51.74,51.9919999999999,15.3459605720912,12.9827665794738,10,22,22,667.184410243896,12.8949441485098,607,730,11.7317356010823,14.1090065713181,31.6869622175205,0.612426791989187
"01CS004",2011,"AL","Bibb+Chilton+Coosa+Perry",1033,88370,980,88865.9999999999,4,88.37,88.8659999999999,11.6894873825959,11.0278396687147,10,13,13,1011.63074626104,11.4476716788621,939.975,1089,10.6368111350006,12.3231866017879,40.1308221057441,0.454122689891865
"01CS004",2012,"AL","Bibb+Chilton+Coosa+Perry",1001,87758,1033,88370.0000000001,4,87.758,88.3700000000001,11.4063675106543,11.6894873825959,10,14,14,1002.98954661717,11.4290383397202,927.975,1084.025,10.5742496410584,12.3524351056314,40.1008475967526,0.456948057120178
"01CS004",2013,"AL","Bibb+Chilton+Coosa+Perry",1036,87402,1001,87757.9999999999,4,87.402,87.7579999999999,11.853275668749,11.4063675106543,10,15,15,1011.36963057472,11.5714701102346,938.95,1092,10.7428891787373,12.4939932724652,39.4057430914402,0.450856308682184
"01CS004",2014,"AL","Bibb+Chilton+Coosa+Perry",936,87151,1036,87402,4,87.151,87.402,10.7399800346525,11.853275668749,10,16,16,1010.03592006264,11.589493179225,930,1086.025,10.6711340087893,12.4614175396725,39.8830275541725,0.457631324415928
"01CS004",2015,"AL","Bibb+Chilton+Coosa+Perry",1039,86840,936,87150.9999999998,4,86.84,87.1509999999998,11.9645324735145,10.7399800346525,10,17,17,1031.59971818922,11.8793150413314,955.975,1110.025,11.0084638415477,12.7824159373561,39.3904529522546,0.453598030311545
"01CS004",2016,"AL","Bibb+Chilton+Coosa+Perry",1003,86803,1039,86840.0000000002,4,86.803,86.8400000000002,11.5549001762612,11.9645324735145,10,18,18,1020.92149799064,11.7613619113469,941.975,1099.025,10.8518714790963,12.6611407439835,39.1597879078652,0.451134038084689
"01CS004",2017,"AL","Bibb+Chilton+Coosa+Perry",1067,86696,1003,86802.9999999998,4,86.696,86.8029999999998,12.307372889176,11.5549001762612,10,19,19,1034.30954658021,11.9303029733807,955.95,1112.05,11.0264602749839,12.8270047060995,38.8998238594508,0.44869225638381
"01CS004",2018,"AL","Bibb+Chilton+Coosa+Perry",1050,86243,1067,86695.9999999999,4,86.243,86.6959999999999,12.1749011513978,12.307372889176,10,20,20,1025.84735994135,11.8948478130555,952.975,1101.025,11.0498823092889,12.766543371636,37.9637751576977,0.440195437979867
"01CS004",2019,"AL","Bibb+Chilton+Coosa+Perry",1022,86408,1050,86242.9999999999,4,86.408,86.2429999999999,11.8276085547634,12.1749011513978,10,21,21,1038.29603378313,12.0162025944719,958.95,1120.025,11.097930747153,12.9620521248033,40.7199552277965,0.471252143641752
"01CS004",2020,"AL","Bibb+Chilton+Coosa+Perry",1271,85730,1022,86408,4,85.73,86.408,14.825615303861,11.8276085547634,10,22,22,1043.98034812171,12.1775381794204,965,1125,11.2562696838913,13.122594191065,39.7633779529132,0.463821042259573
"01CS005",2011,"AL","Blount",598,57560,542,57376,1,57.56,57.376,10.3891591382905,9.44645844952593,10,13,13,566.455599180504,9.84113271682598,510,625.025,8.86031966643502,10.8586692147325,29.3540733224645,0.50997347676276
"01CS005",2012,"AL","Blount",579,57580,598,57559.9999999999,1,57.58,57.5599999999999,10.0555748523793,10.3891591382905,10,14,14,579.053418794771,10.0565025841398,521.975,634,9.06521361583883,11.0107676276485,28.9818192294039,0.50333135167426
"01CS005",2013,"AL","Blount",556,57619,579,57580,1,57.619,57.58,9.6495947517312,10.0555748523793,10,15,15,603.44344221523,10.4729940161271,544,664.05,9.44133011680175,11.5248442354085,30.2946432461155,0.525775234664181
"01CS005",2014,"AL","Blount",624,57526,556,57619,1,57.526,57.619,10.8472690609464,9.6495947517312,10,16,16,628.094950684735,10.9184534068897,566.95,687,9.85554358029413,11.9424260334457,30.7448278648692,0.534450993722304
"01CS005",2015,"AL","Blount",613,57526,624,57525.9999999998,1,57.526,57.5259999999998,10.6560511768592,10.8472690609464,10,17,17,639.417631454515,11.1152805940708,579,704,10.0650140805896,12.2379445815805,31.8578580906206,0.553799292330783
"01CS005",2016,"AL","Blount",697,57494,613,57525.9999999998,1,57.494,57.5259999999998,12.1230041395624,10.6560511768592,10,18,18,664.124798069322,11.5512018309619,606,726.025,10.5402302848993,12.6278394267228,31.0742804728751,0.540478666867414
"01CS005",2017,"AL","Blount",712,57787,697,57493.9999999999,1,57.787,57.4939999999999,12.32111028432,12.1230041395624,10,19,19,676.83357761664,11.7125578004852,616,745.025,10.6598369875578,12.8926056033364,32.6077605801142,0.564275019989171
"01CS005",2018,"AL","Blount",689,57771,712,57787,1,57.771,57.787,11.9263990583511,12.32111028432,10,20,20,699.133793024324,12.1018122072376,635,764,10.9916740232989,13.2246282737013,32.1981052545329,0.557340278938099
"01CS005",2019,"AL","Blount",718,57826,689,57770.9999999999,1,57.826,57.7709999999999,12.4165600249023,11.9263990583511,10,21,21,729.44278896093,12.6144431390885,666,795.025,11.5173105523467,13.7485733061253,33.1418886725664,0.57313126746734
"01CS005",2020,"AL","Blount",849,57850,718,57826,1,57.85,57.826,14.675885911841,12.4165600249023,10,22,22,750.738436086438,12.9773281950983,690,823,11.9273984442524,14.2264477095938,33.0982547798138,0.572139235606116
"01CS006",2011,"AL","Butler+Crenshaw+Pike",746,67785,760,67771.0000000001,3,67.785,67.7710000000001,11.0053846721251,11.2142361777161,10,13,13,751.733478719424,11.089967968126,689,818,10.1644906690271,12.0675665707752,33.3758433889231,0.49237800972078
"01CS006",2012,"AL","Butler+Crenshaw+Pike",752,67800,746,67785,3,67.8,67.785,11.0914454277286,11.0053846721251,10,14,14,759.607194101634,11.2036459307026,696.975,830,10.2798672566372,12.2418879056047,33.8157641626787,0.498757583520335
"01CS006",2013,"AL","Butler+Crenshaw+Pike",783,67918,752,67800,3,67.918,67.8,11.5286080273271,11.0914454277286,10,15,15,765.373606670351,11.2690834045518,700,832,10.3065461291557,12.250066256368,33.6673592977246,0.495705988069799
"01CS006",2014,"AL","Butler+Crenshaw+Pike",790,67377,783,67918.0000000002,3,67.377,67.9180000000002,11.7250693856954,11.528608027327,10,16,16,759.744621216642,11.2760232900937,698,823.075,10.3596182673613,12.2159639045965,33.1153922701394,0.491494015318868
"01CS006",2015,"AL","Butler+Crenshaw+Pike",735,67508,790,67377,3,67.508,67.377,10.8875985068436,11.7250693856954,10,17,17,764.415012696676,11.3233248310819,694,837,10.2802630799313,12.3985305445281,34.4233709631766,0.5099154316996
"01CS006",2016,"AL","Butler+Crenshaw+Pike",768,67392,735,67508,3,67.392,67.508,11.3960113960114,10.8875985068436,10,18,18,778.14592613068,11.5465622941993,715.975,845,10.6240354938272,12.5385802469136,32.9059769999665,0.488277199073577
"01CS006",2017,"AL","Butler+Crenshaw+Pike",760,67095,768,67392,3,67.095,67.392,11.3272225948282,11.3960113960114,10,19,19,774.374827414929,11.5414684762639,705,847,10.5074893807288,12.6238914971309,34.5785588585287,0.515367148945953
"01CS006",2018,"AL","Butler+Crenshaw+Pike",795,66698,760,67095.0000000001,3,66.698,67.0950000000001,11.919397882995,11.3272225948282,10,20,20,776.069581419346,11.6355750010397,707,843.025,10.600017991544,12.6394344658011,33.9713498202325,0.509330861798442
"01CS006",2019,"AL","Butler+Crenshaw+Pike",771,66334,795,66698,3,66.334,66.698,11.6229987638315,11.919397882995,10,21,21,770.53575163035,11.6160001150292,706.975,833,10.6578074592215,12.5576627370579,33.102125697993,0.499022005276223
"01CS006",2020,"AL","Butler+Crenshaw+Pike",987,66140,771,66334,3,66.14,66.334,14.9228908376172,11.6229987638315,10,22,22,777.166148856516,11.7503197589434,708,846.025,10.7045660719686,12.7914272754763,34.5577486823722,0.522493932300758
"01CS007",2011,"AL","Calhoun",1341,117744,1383,118408,1,117.744,118.408,11.389115368936,11.6799540571583,10,13,13,1353.23309175165,11.4930110387931,1262.95,1444.05,10.7262365810572,12.2643192009784,46.9101445495712,0.39840794052836
